Name,Year,Country,Type,Captain
Viking 29,1950,Japan,PASSENGER,John Smith
Poseidon 89,1950,USA,TANKER,Li Wei
Odyssey 48,1950,Japan,BULK_CARRIER,Hans Müller
Neptune 57,1950,Germany,BULK_CARRIER,Ivan Petrov
Titanic 22,1950,USA,PASSENGER,Ivan Petrov
Poseidon 43,1950,China,TANKER,Jean Dupont
Titanic 13,1950,USA,TANKER,John Smith
Enterprise 49,1950,Japan,TANKER,Carlos Sanchez
Neptune 1,1950,UK,TANKER,Li Wei
Poseidon 35,1950,France,PASSENGER,Carlos Sanchez
Poseidon 25,1950,France,PASSENGER,Ivan Petrov
Nautilus 7,1950,China,TANKER,Jean Dupont
Titanic 27,1950,China,TANKER,Hans Müller
Titanic 48,1950,Germany,BULK_CARRIER,Li Wei
Poseidon 26,1950,USA,BULK_CARRIER,Li Wei
Aurora 8,1950,UK,BULK_CARRIER,Hans Müller
Titanic 92,1950,UK,PASSENGER,John Smith
Odyssey 11,1950,China,TANKER,William Brown
Odyssey 23,1950,China,BULK_CARRIER,Li Wei
Nautilus 96,1950,Russia,PASSENGER,Carlos Sanchez
Poseidon 59,1950,France,PASSENGER,Li Wei
Aurora 8,1950,China,BULK_CARRIER,Carlos Sanchez
Poseidon 79,1950,France,TANKER,William Brown
Enterprise 97,1950,Japan,BULK_CARRIER,Carlos Sanchez
Nautilus 72,1950,Russia,BULK_CARRIER,Jean Dupont
Neptune 72,1950,UK,PASSENGER,John Smith
Enterprise 65,1950,France,BULK_CARRIER,Ivan Petrov
Enterprise 93,1950,Germany,BULK_CARRIER,John Smith
Nautilus 48,1950,China,BULK_CARRIER,William Brown
Poseidon 47,1950,UK,BULK_CARRIER,John Smith
Titanic 13,1950,Germany,PASSENGER,Jean Dupont
Aurora 96,1950,USA,TANKER,Carlos Sanchez
Titanic 99,1950,Russia,BULK_CARRIER,William Brown
Neptune 46,1950,France,BULK_CARRIER,John Smith
Poseidon 21,1950,UK,PASSENGER,John Smith
Titanic 18,1950,China,TANKER,Carlos Sanchez
Aurora 72,1950,France,BULK_CARRIER,Hans Müller
Nautilus 49,1950,Russia,PASSENGER,John Smith
Neptune 89,1950,France,PASSENGER,John Smith
Viking 8,1950,France,BULK_CARRIER,Li Wei
Neptune 32,1950,UK,TANKER,Li Wei
Neptune 30,1950,Japan,PASSENGER,William Brown
Poseidon 13,1950,Japan,PASSENGER,Ivan Petrov
Poseidon 78,1950,Russia,PASSENGER,John Smith
Enterprise 21,1950,Russia,BULK_CARRIER,William Brown
Aurora 66,1950,UK,TANKER,John Smith
Neptune 91,1950,USA,TANKER,Carlos Sanchez
Poseidon 88,1950,Japan,PASSENGER,Li Wei
Nautilus 58,1950,Russia,PASSENGER,Jean Dupont
Odyssey 24,1950,France,BULK_CARRIER,John Smith
Poseidon 44,1950,UK,BULK_CARRIER,John Smith
Titanic 70,1950,UK,BULK_CARRIER,Li Wei
Neptune 36,1950,UK,PASSENGER,Carlos Sanchez
Neptune 43,1950,USA,BULK_CARRIER,Li Wei
Aurora 11,1950,Germany,TANKER,Ivan Petrov
Odyssey 22,1950,UK,BULK_CARRIER,Ivan Petrov
Aurora 33,1950,France,PASSENGER,John Smith
Odyssey 68,1950,USA,PASSENGER,William Brown
Nautilus 83,1950,France,TANKER,Li Wei
Titanic 58,1950,USA,BULK_CARRIER,Li Wei
Viking 84,1950,Germany,TANKER,Li Wei
Odyssey 17,1950,China,TANKER,Li Wei
Aurora 21,1950,China,TANKER,John Smith
Titanic 21,1950,China,BULK_CARRIER,Li Wei
Odyssey 93,1950,France,TANKER,Ivan Petrov
Titanic 33,1950,China,TANKER,Carlos Sanchez
Viking 80,1950,Japan,PASSENGER,John Smith
Nautilus 4,1950,France,TANKER,Hans Müller
Viking 59,1950,China,PASSENGER,John Smith
Viking 60,1950,France,PASSENGER,Hans Müller
Neptune 44,1950,USA,BULK_CARRIER,Jean Dupont
Nautilus 83,1950,Germany,BULK_CARRIER,Hans Müller
Viking 89,1950,France,BULK_CARRIER,William Brown
Enterprise 6,1950,UK,BULK_CARRIER,Jean Dupont
Poseidon 7,1950,France,TANKER,Hans Müller
Neptune 37,1950,China,BULK_CARRIER,Hans Müller
Aurora 91,1950,Germany,TANKER,Hans Müller
Neptune 1,1950,Japan,TANKER,Jean Dupont
Aurora 48,1950,France,TANKER,Ivan Petrov
Viking 49,1950,France,TANKER,Ivan Petrov
Enterprise 90,1950,France,PASSENGER,Ivan Petrov
Nautilus 74,1950,Russia,PASSENGER,Jean Dupont
Neptune 60,1950,UK,BULK_CARRIER,Jean Dupont
Titanic 10,1950,UK,PASSENGER,Ivan Petrov
Neptune 89,1951,Russia,TANKER,Ivan Petrov
Poseidon 18,1951,UK,TANKER,Hans Müller
Aurora 92,1951,Russia,PASSENGER,Ivan Petrov
Enterprise 89,1951,China,BULK_CARRIER,John Smith
Titanic 8,1951,China,PASSENGER,Jean Dupont
Odyssey 63,1951,USA,PASSENGER,Carlos Sanchez
Neptune 15,1951,Germany,PASSENGER,Ivan Petrov
Odyssey 85,1951,France,TANKER,Hans Müller
Nautilus 39,1951,USA,BULK_CARRIER,Li Wei
Nautilus 26,1951,China,TANKER,William Brown
Viking 2,1951,China,BULK_CARRIER,Jean Dupont
Odyssey 46,1951,Germany,PASSENGER,Hans Müller
Neptune 16,1951,USA,TANKER,Ivan Petrov
Enterprise 58,1951,France,TANKER,William Brown
Titanic 49,1951,France,PASSENGER,Jean Dupont
Enterprise 6,1951,China,TANKER,Carlos Sanchez
Viking 87,1951,USA,BULK_CARRIER,William Brown
Neptune 73,1951,USA,PASSENGER,Carlos Sanchez
Odyssey 94,1951,France,BULK_CARRIER,John Smith
Titanic 83,1951,UK,TANKER,Ivan Petrov
Neptune 48,1951,Japan,TANKER,Jean Dupont
Titanic 68,1951,Russia,BULK_CARRIER,Hans Müller
Enterprise 29,1951,China,BULK_CARRIER,Hans Müller
Neptune 33,1951,USA,TANKER,Li Wei
Enterprise 21,1951,Russia,BULK_CARRIER,Ivan Petrov
Titanic 4,1951,USA,BULK_CARRIER,Jean Dupont
Aurora 26,1951,China,TANKER,Jean Dupont
Odyssey 25,1951,Russia,BULK_CARRIER,Carlos Sanchez
Aurora 71,1951,Russia,PASSENGER,Hans Müller
Odyssey 50,1951,Russia,PASSENGER,Jean Dupont
Titanic 74,1951,Japan,PASSENGER,Carlos Sanchez
Poseidon 42,1951,Russia,BULK_CARRIER,John Smith
Odyssey 40,1951,Germany,PASSENGER,Carlos Sanchez
Poseidon 4,1951,China,BULK_CARRIER,Li Wei
Nautilus 45,1951,France,PASSENGER,William Brown
Titanic 25,1951,China,BULK_CARRIER,John Smith
Odyssey 44,1951,France,PASSENGER,Li Wei
Titanic 42,1951,USA,TANKER,Jean Dupont
Aurora 40,1951,UK,PASSENGER,William Brown
Poseidon 88,1951,USA,BULK_CARRIER,Carlos Sanchez
Enterprise 64,1951,USA,TANKER,John Smith
Odyssey 4,1951,France,TANKER,Hans Müller
Nautilus 64,1951,UK,PASSENGER,William Brown
Poseidon 39,1951,USA,BULK_CARRIER,Ivan Petrov
Odyssey 36,1951,Russia,BULK_CARRIER,Li Wei
Aurora 9,1951,Germany,BULK_CARRIER,Carlos Sanchez
Viking 26,1951,Russia,BULK_CARRIER,William Brown
Nautilus 27,1951,USA,BULK_CARRIER,Li Wei
Aurora 3,1951,Germany,PASSENGER,Li Wei
Enterprise 30,1951,France,PASSENGER,Carlos Sanchez
Poseidon 99,1951,Russia,PASSENGER,Carlos Sanchez
Enterprise 94,1951,France,PASSENGER,Li Wei
Enterprise 23,1951,UK,TANKER,Jean Dupont
Poseidon 90,1951,Japan,PASSENGER,Carlos Sanchez
Viking 55,1951,UK,BULK_CARRIER,William Brown
Viking 58,1951,Russia,BULK_CARRIER,Jean Dupont
Poseidon 49,1951,Germany,PASSENGER,Hans Müller
Titanic 80,1951,USA,BULK_CARRIER,William Brown
Odyssey 4,1951,China,BULK_CARRIER,John Smith
Titanic 30,1951,China,PASSENGER,Li Wei
Neptune 92,1951,Japan,BULK_CARRIER,Ivan Petrov
Odyssey 12,1951,UK,BULK_CARRIER,John Smith
Nautilus 92,1951,Germany,BULK_CARRIER,Jean Dupont
Enterprise 6,1951,Russia,TANKER,John Smith
Aurora 43,1951,UK,PASSENGER,Carlos Sanchez
Titanic 90,1951,Japan,BULK_CARRIER,Li Wei
Nautilus 76,1951,Germany,BULK_CARRIER,Hans Müller
Odyssey 5,1951,Russia,TANKER,Carlos Sanchez
Titanic 8,1951,France,TANKER,Hans Müller
Enterprise 31,1951,Germany,BULK_CARRIER,Carlos Sanchez
Viking 93,1951,Germany,PASSENGER,Li Wei
Enterprise 83,1951,Japan,BULK_CARRIER,Jean Dupont
Neptune 69,1951,China,TANKER,William Brown
Enterprise 36,1951,USA,TANKER,Ivan Petrov
Aurora 38,1951,Russia,BULK_CARRIER,Hans Müller
Titanic 63,1951,UK,PASSENGER,Jean Dupont
Aurora 99,1951,UK,BULK_CARRIER,Hans Müller
Neptune 30,1951,France,PASSENGER,Jean Dupont
Odyssey 16,1951,USA,TANKER,William Brown
Titanic 48,1951,UK,PASSENGER,Jean Dupont
Aurora 5,1951,Japan,TANKER,Jean Dupont
Viking 46,1951,Japan,TANKER,John Smith
Neptune 82,1951,Japan,TANKER,Jean Dupont
Aurora 28,1951,China,TANKER,Hans Müller
Neptune 57,1951,Japan,PASSENGER,Li Wei
Aurora 69,1951,Japan,PASSENGER,William Brown
Neptune 77,1951,Japan,PASSENGER,Hans Müller
Nautilus 32,1951,Germany,TANKER,Hans Müller
Poseidon 3,1951,USA,PASSENGER,William Brown
Poseidon 27,1951,UK,TANKER,Jean Dupont
Viking 98,1951,France,BULK_CARRIER,Carlos Sanchez
Aurora 57,1951,Germany,TANKER,Carlos Sanchez
Odyssey 59,1951,Germany,BULK_CARRIER,William Brown
Neptune 88,1951,Japan,PASSENGER,Jean Dupont
Aurora 53,1951,Germany,BULK_CARRIER,Li Wei
Nautilus 39,1951,France,BULK_CARRIER,Jean Dupont
Odyssey 90,1951,France,BULK_CARRIER,Ivan Petrov
Nautilus 69,1951,UK,BULK_CARRIER,Ivan Petrov
Neptune 85,1951,Japan,PASSENGER,Hans Müller
Odyssey 35,1951,China,TANKER,Hans Müller
Enterprise 19,1951,China,TANKER,Hans Müller
Aurora 14,1951,UK,PASSENGER,William Brown
Viking 92,1951,Germany,BULK_CARRIER,Carlos Sanchez
Poseidon 26,1951,China,PASSENGER,Jean Dupont
Viking 84,1951,France,BULK_CARRIER,Li Wei
Titanic 77,1951,France,BULK_CARRIER,Ivan Petrov
Poseidon 10,1951,UK,TANKER,William Brown
Nautilus 61,1951,USA,BULK_CARRIER,John Smith
Viking 100,1951,USA,BULK_CARRIER,Li Wei
Odyssey 39,1951,Japan,TANKER,Jean Dupont
Viking 92,1951,Germany,PASSENGER,Hans Müller
Odyssey 5,1951,Japan,BULK_CARRIER,Carlos Sanchez
Viking 11,1951,UK,PASSENGER,Carlos Sanchez
Nautilus 15,1951,France,TANKER,Jean Dupont
Neptune 60,1951,USA,PASSENGER,John Smith
Titanic 15,1951,France,TANKER,Li Wei
Viking 64,1951,UK,BULK_CARRIER,William Brown
Odyssey 11,1951,Russia,PASSENGER,Li Wei
Poseidon 74,1951,UK,TANKER,William Brown
Titanic 83,1951,Germany,PASSENGER,Carlos Sanchez
Viking 9,1951,UK,BULK_CARRIER,Li Wei
Odyssey 40,1952,USA,PASSENGER,William Brown
Viking 41,1952,France,PASSENGER,Carlos Sanchez
Enterprise 14,1952,Russia,BULK_CARRIER,Jean Dupont
Enterprise 95,1952,Russia,TANKER,Carlos Sanchez
Neptune 83,1952,USA,TANKER,Carlos Sanchez
Neptune 93,1952,China,PASSENGER,William Brown
Titanic 78,1952,USA,PASSENGER,Hans Müller
Odyssey 16,1952,France,PASSENGER,Carlos Sanchez
Aurora 30,1952,France,PASSENGER,John Smith
Odyssey 37,1952,Russia,BULK_CARRIER,William Brown
Viking 96,1952,USA,BULK_CARRIER,Carlos Sanchez
Nautilus 78,1952,UK,TANKER,Ivan Petrov
Titanic 42,1952,USA,TANKER,Jean Dupont
Viking 81,1952,Japan,TANKER,John Smith
Viking 71,1952,China,BULK_CARRIER,Ivan Petrov
Neptune 29,1952,UK,PASSENGER,Ivan Petrov
Odyssey 82,1952,USA,TANKER,William Brown
Nautilus 31,1952,Japan,PASSENGER,Jean Dupont
Nautilus 50,1952,Japan,TANKER,William Brown
Viking 47,1952,China,TANKER,William Brown
Aurora 55,1952,China,TANKER,William Brown
Titanic 92,1952,China,PASSENGER,John Smith
Titanic 73,1952,Russia,TANKER,Carlos Sanchez
Poseidon 72,1952,France,TANKER,Ivan Petrov
Neptune 34,1952,Germany,TANKER,Jean Dupont
Titanic 88,1952,UK,BULK_CARRIER,John Smith
Viking 36,1952,Russia,BULK_CARRIER,John Smith
Titanic 23,1952,Japan,TANKER,Ivan Petrov
Poseidon 33,1952,Russia,PASSENGER,Carlos Sanchez
Odyssey 11,1952,Germany,PASSENGER,William Brown
Neptune 5,1952,USA,PASSENGER,William Brown
Aurora 28,1952,Russia,TANKER,Carlos Sanchez
Nautilus 11,1952,Russia,BULK_CARRIER,Jean Dupont
Aurora 67,1952,Japan,TANKER,Ivan Petrov
Odyssey 89,1952,UK,BULK_CARRIER,John Smith
Viking 60,1952,Russia,BULK_CARRIER,Li Wei
Viking 38,1952,Germany,TANKER,Carlos Sanchez
Neptune 91,1952,Russia,PASSENGER,John Smith
Neptune 34,1952,Germany,BULK_CARRIER,Li Wei
Poseidon 11,1952,UK,PASSENGER,Hans Müller
Poseidon 89,1952,Germany,PASSENGER,Li Wei
Odyssey 59,1952,Japan,PASSENGER,William Brown
Neptune 78,1952,Japan,BULK_CARRIER,Hans Müller
Odyssey 26,1952,France,TANKER,Carlos Sanchez
Enterprise 72,1952,Russia,PASSENGER,Carlos Sanchez
Aurora 37,1952,UK,TANKER,William Brown
Nautilus 70,1952,China,PASSENGER,Hans Müller
Neptune 69,1952,France,BULK_CARRIER,Ivan Petrov
Aurora 10,1952,China,PASSENGER,Carlos Sanchez
Aurora 24,1952,China,BULK_CARRIER,Jean Dupont
Aurora 12,1952,UK,BULK_CARRIER,William Brown
Aurora 39,1952,USA,BULK_CARRIER,Jean Dupont
Nautilus 54,1952,UK,PASSENGER,Carlos Sanchez
Titanic 96,1952,France,BULK_CARRIER,Jean Dupont
Enterprise 14,1952,Russia,TANKER,William Brown
Poseidon 14,1952,China,TANKER,John Smith
Nautilus 53,1952,Germany,PASSENGER,John Smith
Viking 65,1952,France,PASSENGER,John Smith
Odyssey 7,1952,USA,BULK_CARRIER,Ivan Petrov
Poseidon 60,1952,UK,PASSENGER,Li Wei
Odyssey 90,1952,Russia,TANKER,Ivan Petrov
Odyssey 75,1952,USA,PASSENGER,Carlos Sanchez
Aurora 96,1952,China,BULK_CARRIER,Carlos Sanchez
Nautilus 64,1952,Russia,TANKER,John Smith
Odyssey 34,1952,Russia,TANKER,Li Wei
Viking 98,1952,USA,TANKER,Hans Müller
Odyssey 27,1952,Germany,TANKER,Li Wei
Poseidon 82,1952,Russia,PASSENGER,Carlos Sanchez
Titanic 47,1952,Japan,PASSENGER,John Smith
Titanic 66,1952,Japan,PASSENGER,Hans Müller
Titanic 79,1952,USA,BULK_CARRIER,Hans Müller
Odyssey 80,1952,USA,BULK_CARRIER,Carlos Sanchez
Enterprise 18,1952,France,BULK_CARRIER,Li Wei
Viking 92,1952,UK,BULK_CARRIER,Jean Dupont
Viking 86,1952,Russia,BULK_CARRIER,Carlos Sanchez
Enterprise 94,1952,Russia,TANKER,William Brown
Odyssey 47,1952,Germany,PASSENGER,Jean Dupont
Nautilus 41,1952,France,BULK_CARRIER,William Brown
Nautilus 75,1952,UK,PASSENGER,John Smith
Titanic 30,1952,China,PASSENGER,Ivan Petrov
Enterprise 21,1952,France,BULK_CARRIER,Hans Müller
Odyssey 43,1952,USA,BULK_CARRIER,John Smith
Enterprise 34,1952,Japan,TANKER,Li Wei
Viking 74,1952,USA,PASSENGER,Carlos Sanchez
Viking 92,1952,USA,BULK_CARRIER,Carlos Sanchez
Enterprise 53,1952,Russia,PASSENGER,Li Wei
Aurora 53,1952,UK,BULK_CARRIER,Ivan Petrov
Aurora 94,1952,China,TANKER,Ivan Petrov
Titanic 7,1952,Japan,TANKER,Li Wei
Viking 66,1952,USA,BULK_CARRIER,Jean Dupont
Viking 50,1952,France,TANKER,John Smith
Nautilus 4,1952,China,PASSENGER,Hans Müller
Enterprise 85,1952,UK,TANKER,William Brown
Viking 61,1952,Japan,BULK_CARRIER,Hans Müller
Nautilus 22,1952,China,BULK_CARRIER,William Brown
Nautilus 30,1952,Japan,BULK_CARRIER,Carlos Sanchez
Titanic 65,1952,France,PASSENGER,John Smith
Aurora 17,1952,USA,TANKER,Hans Müller
Aurora 69,1952,Germany,BULK_CARRIER,Li Wei
Poseidon 64,1952,China,PASSENGER,Carlos Sanchez
Aurora 23,1952,China,TANKER,Carlos Sanchez
Nautilus 66,1952,USA,BULK_CARRIER,Hans Müller
Poseidon 9,1952,UK,PASSENGER,Carlos Sanchez
Poseidon 11,1952,China,TANKER,Li Wei
Neptune 40,1952,Japan,BULK_CARRIER,John Smith
Titanic 51,1952,Russia,BULK_CARRIER,Jean Dupont
Odyssey 32,1952,China,PASSENGER,William Brown
Neptune 52,1952,Germany,BULK_CARRIER,Jean Dupont
Neptune 11,1952,China,TANKER,William Brown
Neptune 61,1952,Russia,PASSENGER,Carlos Sanchez
Odyssey 100,1952,China,PASSENGER,Ivan Petrov
Enterprise 45,1952,USA,PASSENGER,Jean Dupont
Odyssey 79,1952,USA,PASSENGER,Carlos Sanchez
Nautilus 3,1952,Germany,PASSENGER,Li Wei
Aurora 90,1952,Russia,BULK_CARRIER,Jean Dupont
Poseidon 48,1952,Germany,BULK_CARRIER,Ivan Petrov
Aurora 83,1952,USA,TANKER,Li Wei
Aurora 37,1952,France,BULK_CARRIER,William Brown
Viking 12,1952,France,TANKER,John Smith
Neptune 62,1952,Japan,TANKER,William Brown
Viking 15,1952,USA,PASSENGER,Li Wei
Neptune 28,1952,Germany,PASSENGER,Li Wei
Poseidon 56,1952,China,TANKER,William Brown
Odyssey 66,1952,Germany,BULK_CARRIER,Li Wei
Odyssey 48,1952,Germany,TANKER,John Smith
Nautilus 41,1952,UK,BULK_CARRIER,William Brown
Enterprise 83,1952,UK,BULK_CARRIER,John Smith
Neptune 58,1952,Russia,BULK_CARRIER,Hans Müller
Poseidon 19,1952,Russia,BULK_CARRIER,Jean Dupont
Enterprise 61,1952,France,PASSENGER,John Smith
Aurora 57,1952,Japan,PASSENGER,Hans Müller
Nautilus 1,1952,USA,BULK_CARRIER,Jean Dupont
Viking 30,1952,Russia,BULK_CARRIER,John Smith
Titanic 65,1952,Russia,BULK_CARRIER,John Smith
Aurora 29,1952,Germany,TANKER,Ivan Petrov
Odyssey 64,1952,France,PASSENGER,Jean Dupont
Titanic 4,1953,France,PASSENGER,John Smith
Neptune 92,1953,China,BULK_CARRIER,John Smith
Poseidon 96,1953,Germany,PASSENGER,Li Wei
Neptune 36,1953,Russia,PASSENGER,William Brown
Neptune 62,1953,Russia,BULK_CARRIER,Ivan Petrov
Poseidon 64,1953,China,PASSENGER,Jean Dupont
Viking 75,1953,France,PASSENGER,Carlos Sanchez
Viking 59,1953,Russia,BULK_CARRIER,Hans Müller
Aurora 51,1953,UK,TANKER,Carlos Sanchez
Odyssey 67,1953,China,TANKER,William Brown
Odyssey 32,1953,Germany,TANKER,Li Wei
Enterprise 1,1953,Japan,PASSENGER,William Brown
Poseidon 28,1953,Germany,BULK_CARRIER,Ivan Petrov
Nautilus 32,1953,China,BULK_CARRIER,Hans Müller
Viking 31,1953,France,PASSENGER,William Brown
Poseidon 99,1953,UK,TANKER,Carlos Sanchez
Enterprise 82,1953,France,BULK_CARRIER,Hans Müller
Odyssey 12,1953,UK,PASSENGER,Jean Dupont
Neptune 81,1953,Russia,PASSENGER,Hans Müller
Poseidon 49,1953,UK,PASSENGER,Li Wei
Neptune 95,1953,France,PASSENGER,Li Wei
Enterprise 93,1953,USA,TANKER,Li Wei
Viking 72,1953,France,TANKER,Hans Müller
Titanic 31,1953,Japan,BULK_CARRIER,Ivan Petrov
Odyssey 20,1953,France,BULK_CARRIER,Li Wei
Aurora 21,1953,Russia,PASSENGER,Li Wei
Enterprise 58,1953,China,TANKER,Ivan Petrov
Poseidon 42,1953,Japan,TANKER,Li Wei
Poseidon 37,1953,Japan,TANKER,William Brown
Poseidon 58,1953,Germany,TANKER,John Smith
Titanic 38,1953,China,TANKER,Ivan Petrov
Poseidon 65,1953,Germany,PASSENGER,Carlos Sanchez
Poseidon 57,1953,UK,TANKER,Ivan Petrov
Enterprise 42,1953,UK,PASSENGER,William Brown
Poseidon 37,1953,France,PASSENGER,Carlos Sanchez
Enterprise 3,1953,Japan,PASSENGER,Jean Dupont
Enterprise 18,1953,USA,TANKER,Ivan Petrov
Titanic 57,1953,UK,TANKER,Carlos Sanchez
Aurora 49,1953,UK,TANKER,Ivan Petrov
Viking 40,1953,France,BULK_CARRIER,William Brown
Titanic 62,1953,UK,TANKER,Jean Dupont
Poseidon 53,1953,Russia,BULK_CARRIER,Hans Müller
Aurora 83,1953,France,BULK_CARRIER,Ivan Petrov
Poseidon 83,1953,Japan,TANKER,Li Wei
Enterprise 4,1953,Japan,TANKER,Jean Dupont
Viking 97,1953,China,BULK_CARRIER,Jean Dupont
Odyssey 11,1953,France,TANKER,John Smith
Odyssey 30,1953,UK,PASSENGER,Li Wei
Nautilus 54,1953,UK,PASSENGER,Jean Dupont
Odyssey 63,1953,UK,PASSENGER,Carlos Sanchez
Titanic 86,1953,Japan,PASSENGER,John Smith
Odyssey 85,1953,Japan,PASSENGER,William Brown
Poseidon 78,1953,France,TANKER,Ivan Petrov
Aurora 96,1953,Russia,PASSENGER,Jean Dupont
Viking 63,1953,China,BULK_CARRIER,Ivan Petrov
Aurora 39,1953,Russia,TANKER,John Smith
Poseidon 26,1953,France,TANKER,John Smith
Viking 75,1953,UK,PASSENGER,Jean Dupont
Odyssey 16,1953,France,PASSENGER,Carlos Sanchez
Aurora 33,1953,France,BULK_CARRIER,Carlos Sanchez
Neptune 65,1953,UK,TANKER,Li Wei
Enterprise 64,1953,Japan,PASSENGER,William Brown
Titanic 89,1953,USA,BULK_CARRIER,Jean Dupont
Nautilus 7,1953,Russia,BULK_CARRIER,Ivan Petrov
Aurora 61,1953,Germany,PASSENGER,Hans Müller
Viking 85,1953,France,PASSENGER,Hans Müller
Enterprise 70,1953,USA,TANKER,Ivan Petrov
Nautilus 31,1953,France,BULK_CARRIER,Ivan Petrov
Neptune 2,1953,Russia,PASSENGER,John Smith
Titanic 16,1953,USA,TANKER,Ivan Petrov
Odyssey 70,1953,China,PASSENGER,John Smith
Nautilus 80,1953,Russia,BULK_CARRIER,William Brown
Neptune 5,1953,France,PASSENGER,Li Wei
Viking 49,1953,UK,PASSENGER,Hans Müller
Odyssey 89,1953,USA,TANKER,Li Wei
Viking 1,1953,Russia,TANKER,John Smith
Enterprise 65,1953,Germany,TANKER,Hans Müller
Aurora 73,1953,Japan,TANKER,Hans Müller
Neptune 63,1953,USA,TANKER,Li Wei
Viking 34,1953,China,BULK_CARRIER,Jean Dupont
Enterprise 19,1953,China,TANKER,Carlos Sanchez
Titanic 16,1953,France,BULK_CARRIER,Ivan Petrov
Poseidon 25,1953,China,PASSENGER,Ivan Petrov
Nautilus 82,1953,France,TANKER,Carlos Sanchez
Odyssey 99,1953,USA,PASSENGER,Jean Dupont
Titanic 42,1953,Japan,BULK_CARRIER,Carlos Sanchez
Viking 46,1953,Russia,PASSENGER,Hans Müller
Odyssey 73,1953,China,PASSENGER,Hans Müller
Titanic 68,1953,USA,BULK_CARRIER,Li Wei
Titanic 3,1953,UK,PASSENGER,Hans Müller
Titanic 3,1953,USA,TANKER,Hans Müller
Neptune 86,1953,France,TANKER,John Smith
Viking 59,1953,Japan,TANKER,Ivan Petrov
Neptune 40,1953,UK,PASSENGER,Jean Dupont
Odyssey 26,1953,USA,PASSENGER,Hans Müller
Neptune 25,1953,UK,TANKER,John Smith
Viking 11,1953,Russia,BULK_CARRIER,Ivan Petrov
Viking 44,1953,UK,PASSENGER,Li Wei
Odyssey 42,1953,Japan,BULK_CARRIER,Li Wei
Titanic 60,1953,Russia,BULK_CARRIER,William Brown
Enterprise 12,1953,France,BULK_CARRIER,Carlos Sanchez
Neptune 46,1953,UK,BULK_CARRIER,Ivan Petrov
Titanic 51,1953,China,TANKER,Li Wei
Poseidon 72,1953,Germany,TANKER,William Brown
Odyssey 8,1953,China,BULK_CARRIER,Li Wei
Aurora 26,1953,UK,PASSENGER,Hans Müller
Enterprise 91,1953,Germany,PASSENGER,John Smith
Nautilus 10,1953,China,BULK_CARRIER,Li Wei
Aurora 18,1953,Germany,PASSENGER,Ivan Petrov
Odyssey 12,1953,USA,BULK_CARRIER,Hans Müller
Titanic 73,1953,China,TANKER,Li Wei
Poseidon 32,1953,China,PASSENGER,Jean Dupont
Nautilus 75,1953,Japan,TANKER,John Smith
Neptune 21,1953,China,BULK_CARRIER,Li Wei
Enterprise 69,1953,France,PASSENGER,Hans Müller
Nautilus 17,1953,Russia,TANKER,Jean Dupont
Aurora 17,1953,France,BULK_CARRIER,John Smith
Enterprise 46,1953,Japan,BULK_CARRIER,Ivan Petrov
Titanic 50,1953,China,BULK_CARRIER,Jean Dupont
