Name,Year,Country,Type,Captain
Aurora 47,1954,Russia,TANKER,Ivan Petrov
Odyssey 43,1954,Germany,BULK_CARRIER,John Smith
Odyssey 78,1954,Germany,PASSENGER,Hans Müller
Aurora 92,1954,China,BULK_CARRIER,Jean Dupont
Enterprise 42,1954,Russia,BULK_CARRIER,Jean Dupont
Poseidon 24,1954,France,PASSENGER,Jean Dupont
Titanic 49,1954,China,PASSENGER,Ivan Petrov
Neptune 10,1954,France,PASSENGER,John Smith
Odyssey 95,1954,Japan,TANKER,Jean Dupont
Neptune 73,1954,USA,TANKER,Carlos Sanchez
Enterprise 84,1954,USA,PASSENGER,Ivan Petrov
Neptune 26,1954,Japan,PASSENGER,Jean Dupont
Aurora 24,1954,UK,PASSENGER,Ivan Petrov
Titanic 66,1954,France,PASSENGER,William Brown
Nautilus 90,1954,China,TANKER,Hans Müller
Poseidon 4,1954,China,PASSENGER,Hans Müller
Viking 70,1954,Japan,PASSENGER,Li Wei
Enterprise 98,1954,Germany,BULK_CARRIER,Ivan Petrov
Neptune 41,1954,Germany,PASSENGER,William Brown
Nautilus 48,1954,UK,PASSENGER,William Brown
Viking 78,1954,Japan,PASSENGER,Hans Müller
Nautilus 88,1954,Russia,BULK_CARRIER,Li Wei
Viking 19,1954,Russia,TANKER,John Smith
Nautilus 32,1954,Germany,BULK_CARRIER,Ivan Petrov
Neptune 30,1954,USA,PASSENGER,John Smith
Titanic 5,1954,USA,PASSENGER,John Smith
Poseidon 5,1954,China,PASSENGER,William Brown
Aurora 71,1954,Japan,BULK_CARRIER,John Smith
Titanic 73,1954,USA,TANKER,Carlos Sanchez
Odyssey 17,1954,UK,BULK_CARRIER,Hans Müller
Nautilus 90,1954,USA,PASSENGER,Carlos Sanchez
Poseidon 48,1954,USA,PASSENGER,Jean Dupont
Nautilus 78,1954,China,BULK_CARRIER,William Brown
Aurora 31,1954,Germany,BULK_CARRIER,Jean Dupont
Viking 19,1954,Russia,PASSENGER,Carlos Sanchez
Aurora 13,1954,Germany,BULK_CARRIER,John Smith
Enterprise 15,1954,France,BULK_CARRIER,Ivan Petrov
Titanic 56,1954,USA,PASSENGER,John Smith
Aurora 47,1954,UK,PASSENGER,Ivan Petrov
Viking 65,1954,Germany,TANKER,Li Wei
Poseidon 70,1954,China,TANKER,William Brown
Neptune 60,1954,China,TANKER,John Smith
Viking 66,1954,USA,BULK_CARRIER,John Smith
Aurora 22,1954,Russia,BULK_CARRIER,John Smith
Poseidon 16,1954,Russia,PASSENGER,Jean Dupont
Neptune 2,1954,China,BULK_CARRIER,Ivan Petrov
Aurora 23,1954,France,BULK_CARRIER,John Smith
Enterprise 77,1954,UK,TANKER,William Brown
Viking 12,1954,USA,BULK_CARRIER,Hans Müller
Viking 78,1954,Japan,TANKER,Hans Müller
Aurora 79,1954,China,PASSENGER,Jean Dupont
Poseidon 9,1954,UK,TANKER,Ivan Petrov
Aurora 15,1954,Russia,PASSENGER,John Smith
Enterprise 94,1954,France,PASSENGER,Ivan Petrov
Viking 68,1954,Russia,BULK_CARRIER,Li Wei
Poseidon 92,1954,France,PASSENGER,Jean Dupont
Nautilus 16,1954,Japan,BULK_CARRIER,Carlos Sanchez
Neptune 90,1954,Germany,BULK_CARRIER,William Brown
Nautilus 2,1954,USA,TANKER,Carlos Sanchez
Titanic 47,1954,France,BULK_CARRIER,Carlos Sanchez
Enterprise 12,1954,Germany,TANKER,Jean Dupont
Aurora 37,1954,Russia,TANKER,Ivan Petrov
Nautilus 85,1954,USA,BULK_CARRIER,William Brown
Titanic 44,1955,France,BULK_CARRIER,Jean Dupont
Poseidon 93,1955,China,TANKER,Hans Müller
Neptune 72,1955,UK,TANKER,Hans Müller
Viking 63,1955,Japan,TANKER,John Smith
Aurora 47,1955,Japan,BULK_CARRIER,Li Wei
Aurora 70,1955,China,BULK_CARRIER,Ivan Petrov
Nautilus 95,1955,Russia,TANKER,William Brown
Enterprise 19,1955,Germany,BULK_CARRIER,Hans Müller
Enterprise 25,1955,Russia,TANKER,Ivan Petrov
Titanic 79,1955,China,TANKER,Jean Dupont
Nautilus 23,1955,USA,BULK_CARRIER,William Brown
Nautilus 78,1955,Germany,BULK_CARRIER,John Smith
Poseidon 37,1955,Russia,BULK_CARRIER,Carlos Sanchez
Poseidon 80,1955,Russia,BULK_CARRIER,Li Wei
Enterprise 26,1955,France,BULK_CARRIER,John Smith
Aurora 8,1955,France,PASSENGER,Carlos Sanchez
Poseidon 79,1955,Germany,TANKER,Carlos Sanchez
Titanic 44,1955,USA,BULK_CARRIER,John Smith
Aurora 61,1955,France,TANKER,Jean Dupont
Aurora 54,1955,Russia,PASSENGER,Ivan Petrov
Neptune 77,1955,Japan,PASSENGER,Ivan Petrov
Odyssey 27,1955,USA,PASSENGER,John Smith
Enterprise 4,1955,Russia,PASSENGER,John Smith
Nautilus 84,1955,Russia,BULK_CARRIER,Ivan Petrov
Neptune 35,1955,Russia,TANKER,Hans Müller
Nautilus 87,1955,Russia,BULK_CARRIER,John Smith
Titanic 38,1955,Japan,PASSENGER,Li Wei
Aurora 96,1955,Germany,PASSENGER,John Smith
Neptune 6,1955,Germany,TANKER,Jean Dupont
Poseidon 79,1955,Germany,PASSENGER,Hans Müller
Titanic 95,1955,China,PASSENGER,Carlos Sanchez
Odyssey 7,1955,Japan,TANKER,William Brown
Titanic 5,1955,Russia,BULK_CARRIER,Hans Müller
Neptune 14,1955,Japan,PASSENGER,William Brown
Titanic 82,1955,China,BULK_CARRIER,Jean Dupont
Poseidon 1,1955,Germany,PASSENGER,Jean Dupont
Odyssey 54,1955,USA,PASSENGER,Hans Müller
Nautilus 63,1955,Russia,BULK_CARRIER,Li Wei
Poseidon 31,1955,Russia,BULK_CARRIER,Jean Dupont
Viking 37,1955,Russia,PASSENGER,Hans Müller
Odyssey 92,1955,UK,PASSENGER,William Brown
Neptune 24,1955,Japan,PASSENGER,Hans Müller
Nautilus 36,1955,Japan,TANKER,Carlos Sanchez
Nautilus 90,1955,USA,PASSENGER,Hans Müller
Odyssey 63,1955,Russia,TANKER,Ivan Petrov
Odyssey 8,1955,UK,BULK_CARRIER,Hans Müller
Poseidon 42,1955,UK,BULK_CARRIER,William Brown
Enterprise 21,1955,Russia,BULK_CARRIER,Hans Müller
Viking 11,1955,Germany,PASSENGER,Carlos Sanchez
Aurora 37,1955,Germany,TANKER,Jean Dupont
Neptune 32,1955,UK,TANKER,John Smith
Poseidon 57,1955,USA,PASSENGER,Li Wei
Aurora 93,1955,Russia,PASSENGER,Hans Müller
Poseidon 47,1955,Japan,TANKER,Jean Dupont
Titanic 45,1955,Russia,TANKER,Jean Dupont
Viking 79,1955,UK,TANKER,William Brown
Aurora 49,1955,France,BULK_CARRIER,Hans Müller
Aurora 57,1955,UK,BULK_CARRIER,Carlos Sanchez
Titanic 92,1956,USA,PASSENGER,Li Wei
Odyssey 26,1956,Japan,TANKER,William Brown
Nautilus 9,1956,USA,PASSENGER,Carlos Sanchez
Odyssey 61,1956,Russia,PASSENGER,Ivan Petrov
Poseidon 36,1956,Germany,TANKER,Ivan Petrov
Poseidon 3,1956,Germany,PASSENGER,Hans Müller
Enterprise 8,1956,Japan,BULK_CARRIER,William Brown
Aurora 64,1956,China,TANKER,Hans Müller
Poseidon 28,1956,France,TANKER,William Brown
Titanic 50,1956,USA,TANKER,Carlos Sanchez
Viking 92,1956,Russia,TANKER,Li Wei
Poseidon 19,1956,China,BULK_CARRIER,Ivan Petrov
Neptune 92,1956,USA,TANKER,Carlos Sanchez
Odyssey 37,1956,UK,TANKER,Jean Dupont
Aurora 28,1956,France,PASSENGER,William Brown
Aurora 4,1956,UK,PASSENGER,Carlos Sanchez
Neptune 41,1956,China,PASSENGER,Li Wei
Enterprise 79,1956,France,TANKER,Carlos Sanchez
Odyssey 100,1956,Germany,TANKER,Hans Müller
Titanic 35,1956,China,BULK_CARRIER,Ivan Petrov
Nautilus 32,1956,UK,TANKER,Carlos Sanchez
Poseidon 57,1956,Germany,PASSENGER,Ivan Petrov
Nautilus 25,1956,Germany,PASSENGER,Li Wei
Neptune 85,1956,Russia,TANKER,Jean Dupont
Neptune 91,1956,Japan,BULK_CARRIER,Li Wei
Titanic 54,1956,China,BULK_CARRIER,Ivan Petrov
Viking 14,1956,France,PASSENGER,Ivan Petrov
Odyssey 28,1956,France,PASSENGER,Hans Müller
Nautilus 51,1956,France,BULK_CARRIER,John Smith
Aurora 53,1956,Germany,TANKER,John Smith
Odyssey 8,1956,USA,BULK_CARRIER,Hans Müller
Enterprise 34,1956,China,TANKER,Hans Müller
Poseidon 39,1956,China,BULK_CARRIER,Carlos Sanchez
Nautilus 12,1956,China,TANKER,Ivan Petrov
Enterprise 37,1956,Germany,BULK_CARRIER,Ivan Petrov
Titanic 19,1956,Russia,TANKER,William Brown
Neptune 74,1956,China,PASSENGER,William Brown
Nautilus 18,1956,France,BULK_CARRIER,Ivan Petrov
Enterprise 39,1956,Russia,BULK_CARRIER,William Brown
Enterprise 89,1956,Germany,PASSENGER,Jean Dupont
Poseidon 15,1956,Russia,PASSENGER,Carlos Sanchez
Neptune 41,1956,USA,BULK_CARRIER,William Brown
Nautilus 65,1956,Russia,PASSENGER,Jean Dupont
Titanic 51,1956,France,BULK_CARRIER,Jean Dupont
Viking 88,1956,Germany,TANKER,William Brown
Odyssey 92,1956,China,BULK_CARRIER,Ivan Petrov
Poseidon 89,1956,UK,PASSENGER,William Brown
Enterprise 51,1956,USA,TANKER,William Brown
Poseidon 16,1956,Japan,PASSENGER,Ivan Petrov
Poseidon 73,1956,France,BULK_CARRIER,Hans Müller
Aurora 56,1956,China,TANKER,John Smith
Nautilus 19,1956,France,TANKER,Ivan Petrov
Poseidon 21,1956,UK,BULK_CARRIER,Carlos Sanchez
Odyssey 51,1956,Japan,PASSENGER,William Brown
Enterprise 52,1956,USA,TANKER,John Smith
Viking 56,1956,UK,BULK_CARRIER,Jean Dupont
Titanic 69,1956,USA,PASSENGER,Jean Dupont
Viking 28,1956,USA,TANKER,Jean Dupont
Neptune 84,1956,France,PASSENGER,Jean Dupont
Poseidon 20,1956,France,BULK_CARRIER,William Brown
Neptune 82,1956,USA,PASSENGER,William Brown
Nautilus 81,1956,France,PASSENGER,William Brown
Enterprise 77,1956,Germany,PASSENGER,Carlos Sanchez
Odyssey 14,1956,USA,BULK_CARRIER,Jean Dupont
Enterprise 89,1956,China,TANKER,John Smith
Neptune 32,1956,Germany,TANKER,Jean Dupont
Viking 66,1956,UK,PASSENGER,Li Wei
Poseidon 100,1956,China,BULK_CARRIER,Hans Müller
Neptune 89,1956,China,BULK_CARRIER,John Smith
Viking 59,1956,Japan,PASSENGER,Ivan Petrov
Enterprise 66,1956,UK,PASSENGER,Li Wei
Aurora 79,1956,Russia,BULK_CARRIER,John Smith
Poseidon 100,1956,UK,BULK_CARRIER,Jean Dupont
Poseidon 42,1956,China,BULK_CARRIER,Jean Dupont
Poseidon 52,1956,USA,BULK_CARRIER,Ivan Petrov
Enterprise 24,1956,France,TANKER,Hans Müller
Viking 64,1956,Russia,PASSENGER,John Smith
Odyssey 45,1956,Russia,BULK_CARRIER,Carlos Sanchez
Aurora 92,1956,Japan,TANKER,Li Wei
Poseidon 53,1956,China,BULK_CARRIER,Carlos Sanchez
Odyssey 33,1956,Japan,BULK_CARRIER,Li Wei
Titanic 8,1956,Japan,PASSENGER,Ivan Petrov
Titanic 56,1956,Germany,PASSENGER,Hans Müller
Odyssey 31,1956,France,BULK_CARRIER,Carlos Sanchez
Enterprise 88,1956,Japan,BULK_CARRIER,Carlos Sanchez
Aurora 96,1957,Russia,BULK_CARRIER,Hans Müller
Titanic 77,1957,China,TANKER,Carlos Sanchez
Poseidon 72,1957,Russia,PASSENGER,Ivan Petrov
Poseidon 69,1957,France,BULK_CARRIER,Jean Dupont
Viking 46,1957,Germany,PASSENGER,Jean Dupont
Nautilus 100,1957,Russia,PASSENGER,Ivan Petrov
Enterprise 3,1957,Germany,TANKER,Jean Dupont
Titanic 97,1957,China,BULK_CARRIER,Ivan Petrov
Poseidon 25,1957,UK,BULK_CARRIER,John Smith
Viking 27,1957,USA,BULK_CARRIER,William Brown
Aurora 39,1957,Japan,BULK_CARRIER,William Brown
Viking 5,1957,UK,TANKER,Carlos Sanchez
Nautilus 90,1957,France,TANKER,Li Wei
Viking 51,1957,USA,BULK_CARRIER,John Smith
Titanic 73,1957,China,TANKER,Jean Dupont
Nautilus 53,1957,UK,PASSENGER,Li Wei
Nautilus 58,1957,France,PASSENGER,Li Wei
Titanic 69,1957,USA,TANKER,Hans Müller
Titanic 59,1957,UK,BULK_CARRIER,Carlos Sanchez
Poseidon 95,1957,USA,PASSENGER,Ivan Petrov
Poseidon 37,1957,Russia,PASSENGER,Hans Müller
Nautilus 96,1957,Germany,PASSENGER,William Brown
Odyssey 78,1957,France,TANKER,Li Wei
Nautilus 50,1957,Germany,PASSENGER,Li Wei
Titanic 17,1957,France,PASSENGER,William Brown
Viking 16,1957,China,TANKER,Hans Müller
Neptune 45,1957,China,PASSENGER,Jean Dupont
Odyssey 48,1957,Russia,BULK_CARRIER,Hans Müller
Enterprise 86,1957,China,TANKER,William Brown
Viking 82,1957,Japan,PASSENGER,Jean Dupont
Neptune 45,1957,China,PASSENGER,Li Wei
Nautilus 35,1957,USA,PASSENGER,Jean Dupont
Enterprise 79,1957,China,TANKER,Jean Dupont
Titanic 4,1957,Japan,TANKER,Jean Dupont
Odyssey 42,1957,Russia,PASSENGER,Carlos Sanchez
Viking 52,1957,USA,PASSENGER,Ivan Petrov
Viking 56,1957,Germany,TANKER,Hans Müller
Odyssey 4,1957,Japan,BULK_CARRIER,Carlos Sanchez
Poseidon 76,1957,USA,PASSENGER,William Brown
Poseidon 2,1957,Japan,BULK_CARRIER,Ivan Petrov
Enterprise 34,1957,UK,TANKER,Li Wei
Poseidon 87,1957,Russia,TANKER,Carlos Sanchez
Titanic 86,1957,USA,PASSENGER,Jean Dupont
Nautilus 89,1957,Japan,TANKER,John Smith
