Name,Year,Country,Type,Captain
Enterprise 11,1950,Germany,PASSENGER,Hans Müller
Nautilus 19,1950,USA,BULK_CARRIER,John Smith
Enterprise 32,1950,Germany,PASSENGER,Li Wei
Aurora 37,1950,USA,TANKER,Jean Dupont
Neptune 7,1950,USA,BULK_CARRIER,William Brown
Titanic 71,1950,China,TANKER,William Brown
Aurora 55,1950,Russia,PASSENGER,Carlos Sanchez
Aurora 18,1950,Germany,TANKER,Ivan Petrov
Viking 99,1950,Russia,BULK_CARRIER,Hans Müller
Enterprise 35,1950,USA,PASSENGER,Ivan Petrov
Odyssey 60,1950,Russia,BULK_CARRIER,Ivan Petrov
Nautilus 38,1950,China,PASSENGER,Jean Dupont
Odyssey 10,1950,UK,PASSENGER,Carlos Sanchez
Neptune 97,1950,Germany,TANKER,Hans Müller
Poseidon 46,1950,France,BULK_CARRIER,Hans Müller
Neptune 81,1950,Japan,TANKER,Carlos Sanchez
Enterprise 85,1950,Germany,TANKER,Carlos Sanchez
Odyssey 79,1950,China,TANKER,Jean Dupont
Odyssey 35,1950,Russia,PASSENGER,Carlos Sanchez
Viking 49,1950,UK,BULK_CARRIER,Ivan Petrov
Titanic 79,1950,UK,BULK_CARRIER,Carlos Sanchez
Viking 24,1950,China,TANKER,John Smith
Odyssey 69,1950,Japan,TANKER,William Brown
Aurora 26,1950,Japan,BULK_CARRIER,Li Wei
Nautilus 87,1950,USA,TANKER,Ivan Petrov
Viking 23,1950,China,PASSENGER,Li Wei
Nautilus 21,1950,China,BULK_CARRIER,William Brown
Neptune 77,1950,UK,PASSENGER,Carlos Sanchez
Poseidon 73,1950,Germany,BULK_CARRIER,Carlos Sanchez
Poseidon 54,1950,UK,TANKER,William Brown
Nautilus 32,1950,UK,BULK_CARRIER,William Brown
Enterprise 88,1950,France,TANKER,Hans Müller
Nautilus 96,1950,Japan,BULK_CARRIER,Li Wei
Odyssey 77,1950,Russia,TANKER,Ivan Petrov
Nautilus 37,1950,Japan,PASSENGER,John Smith
Odyssey 37,1950,UK,PASSENGER,William Brown
Neptune 9,1950,France,TANKER,Hans Müller
Neptune 59,1950,Japan,PASSENGER,Li Wei
Neptune 7,1950,Japan,TANKER,William Brown
Odyssey 30,1950,France,BULK_CARRIER,William Brown
Enterprise 48,1950,Russia,PASSENGER,Li Wei
Poseidon 66,1950,UK,TANKER,Hans Müller
Neptune 77,1950,Russia,PASSENGER,Carlos Sanchez
Odyssey 88,1950,USA,TANKER,Li Wei
Odyssey 32,1950,Germany,TANKER,Jean Dupont
Poseidon 21,1950,UK,TANKER,Hans Müller
Titanic 61,1950,Russia,PASSENGER,Ivan Petrov
Neptune 12,1950,UK,BULK_CARRIER,Jean Dupont
Neptune 1,1950,UK,BULK_CARRIER,Ivan Petrov
Odyssey 14,1950,USA,BULK_CARRIER,William Brown
Poseidon 72,1950,Russia,PASSENGER,Carlos Sanchez
Poseidon 85,1950,Germany,PASSENGER,John Smith
Neptune 13,1950,USA,PASSENGER,John Smith
Nautilus 67,1950,Germany,BULK_CARRIER,John Smith
Odyssey 49,1950,Russia,PASSENGER,William Brown
Viking 16,1950,Russia,TANKER,Jean Dupont
Titanic 20,1950,Russia,PASSENGER,Ivan Petrov
Viking 57,1950,Japan,BULK_CARRIER,Jean Dupont
Neptune 51,1950,France,BULK_CARRIER,Jean Dupont
Odyssey 80,1950,France,BULK_CARRIER,Ivan Petrov
Viking 18,1950,Japan,BULK_CARRIER,John Smith
Poseidon 61,1950,Japan,PASSENGER,Hans Müller
Neptune 92,1950,UK,TANKER,Carlos Sanchez
Viking 16,1950,China,PASSENGER,Hans Müller
Titanic 61,1950,USA,PASSENGER,Jean Dupont
Viking 20,1950,UK,BULK_CARRIER,Carlos Sanchez
Odyssey 86,1950,UK,TANKER,Hans Müller
Enterprise 73,1950,France,PASSENGER,Li Wei
Poseidon 76,1950,Japan,TANKER,Ivan Petrov
Nautilus 53,1950,Russia,BULK_CARRIER,Li Wei
Nautilus 15,1950,UK,TANKER,Jean Dupont
Enterprise 27,1950,Japan,PASSENGER,Jean Dupont
Poseidon 14,1950,Japan,BULK_CARRIER,Jean Dupont
Nautilus 71,1950,Russia,TANKER,Hans Müller
Aurora 23,1950,Germany,PASSENGER,Ivan Petrov
Viking 61,1950,UK,BULK_CARRIER,Li Wei
Nautilus 57,1950,France,BULK_CARRIER,Carlos Sanchez
Viking 75,1950,France,BULK_CARRIER,Hans Müller
Poseidon 34,1950,UK,PASSENGER,Ivan Petrov
Poseidon 84,1950,China,TANKER,Carlos Sanchez
Aurora 40,1950,China,BULK_CARRIER,John Smith
Enterprise 25,1950,China,BULK_CARRIER,Li Wei
Poseidon 52,1950,France,TANKER,Hans Müller
Viking 61,1950,Japan,PASSENGER,Jean Dupont
Enterprise 40,1950,Russia,TANKER,John Smith
Titanic 43,1950,USA,PASSENGER,William Brown
Poseidon 54,1950,Russia,BULK_CARRIER,Ivan Petrov
Neptune 44,1950,France,BULK_CARRIER,Hans Müller
Enterprise 45,1950,Germany,PASSENGER,Jean Dupont
Enterprise 59,1950,France,BULK_CARRIER,Jean Dupont
Aurora 66,1950,China,BULK_CARRIER,Carlos Sanchez
Viking 96,1950,France,TANKER,John Smith
Aurora 90,1950,France,PASSENGER,Li Wei
Neptune 24,1950,USA,TANKER,Li Wei
Poseidon 70,1950,Russia,BULK_CARRIER,Hans Müller
Odyssey 28,1950,Japan,PASSENGER,Li Wei
Neptune 92,1950,China,TANKER,Ivan Petrov
Viking 6,1950,France,TANKER,John Smith
Neptune 24,1950,Japan,PASSENGER,Hans Müller
Neptune 63,1950,China,BULK_CARRIER,Hans Müller
Nautilus 91,1950,China,PASSENGER,Carlos Sanchez
Poseidon 63,1950,Japan,TANKER,William Brown
Odyssey 17,1950,USA,TANKER,Li Wei
Aurora 7,1950,USA,PASSENGER,Li Wei
Aurora 98,1950,Japan,PASSENGER,Jean Dupont
Poseidon 80,1950,Russia,TANKER,Li Wei
Viking 78,1950,Russia,TANKER,Ivan Petrov
Nautilus 41,1950,Russia,PASSENGER,Jean Dupont
Enterprise 54,1950,Japan,PASSENGER,Jean Dupont
Nautilus 28,1950,Japan,BULK_CARRIER,Ivan Petrov
Nautilus 29,1950,USA,PASSENGER,Jean Dupont
Viking 42,1950,UK,BULK_CARRIER,Ivan Petrov
Viking 74,1950,Japan,BULK_CARRIER,Li Wei
Neptune 91,1950,Germany,BULK_CARRIER,Ivan Petrov
Viking 57,1950,USA,BULK_CARRIER,Jean Dupont
Neptune 6,1950,Japan,BULK_CARRIER,Jean Dupont
Viking 92,1950,China,PASSENGER,William Brown
Neptune 47,1950,USA,PASSENGER,Hans Müller
Odyssey 35,1950,Russia,PASSENGER,Hans Müller
Viking 4,1950,Germany,PASSENGER,Jean Dupont
Nautilus 70,1950,China,BULK_CARRIER,Hans Müller
Aurora 74,1950,USA,BULK_CARRIER,Ivan Petrov
Aurora 56,1950,USA,BULK_CARRIER,Carlos Sanchez
Nautilus 86,1950,USA,BULK_CARRIER,William Brown
Aurora 99,1950,Japan,PASSENGER,John Smith
Titanic 71,1950,Japan,TANKER,Ivan Petrov
Poseidon 53,1950,UK,TANKER,Li Wei
Enterprise 27,1950,Germany,TANKER,William Brown
Enterprise 17,1950,USA,BULK_CARRIER,Carlos Sanchez
Nautilus 41,1950,France,BULK_CARRIER,Carlos Sanchez
Enterprise 9,1950,Japan,PASSENGER,William Brown
Neptune 67,1950,France,PASSENGER,Hans Müller
Titanic 28,1950,France,TANKER,John Smith
Neptune 51,1950,Japan,TANKER,John Smith
Viking 35,1950,Germany,PASSENGER,Li Wei
Viking 25,1950,Japan,PASSENGER,Ivan Petrov
Viking 71,1950,China,TANKER,William Brown
Titanic 55,1950,UK,PASSENGER,Hans Müller
Aurora 34,1950,Japan,BULK_CARRIER,William Brown
Viking 92,1950,UK,PASSENGER,Carlos Sanchez
Odyssey 43,1950,UK,BULK_CARRIER,Ivan Petrov
Enterprise 49,1950,Japan,PASSENGER,Ivan Petrov
Poseidon 19,1950,Germany,BULK_CARRIER,Hans Müller
Neptune 43,1950,France,BULK_CARRIER,Ivan Petrov
Poseidon 88,1950,USA,PASSENGER,Carlos Sanchez
Titanic 76,1950,Japan,BULK_CARRIER,Ivan Petrov
Poseidon 58,1950,France,TANKER,Jean Dupont
Nautilus 18,1950,Russia,PASSENGER,William Brown
Neptune 95,1950,China,TANKER,Jean Dupont
Aurora 32,1950,Russia,TANKER,William Brown
Aurora 7,1950,China,PASSENGER,John Smith
Enterprise 86,1950,Germany,TANKER,Ivan Petrov
Poseidon 99,1950,China,PASSENGER,John Smith
Titanic 5,1950,Japan,PASSENGER,Ivan Petrov
Enterprise 86,1950,Japan,PASSENGER,Jean Dupont
Odyssey 92,1950,Germany,TANKER,William Brown
Viking 79,1950,Russia,TANKER,Carlos Sanchez
Odyssey 11,1950,Germany,TANKER,Jean Dupont
Neptune 7,1950,Germany,PASSENGER,Carlos Sanchez
Poseidon 53,1950,USA,PASSENGER,Li Wei
Aurora 8,1950,Germany,TANKER,John Smith
Viking 2,1950,UK,PASSENGER,Carlos Sanchez
Neptune 7,1950,France,TANKER,Carlos Sanchez
Odyssey 14,1950,UK,BULK_CARRIER,William Brown
Aurora 8,1950,Russia,BULK_CARRIER,Li Wei
Viking 5,1950,Japan,BULK_CARRIER,William Brown
Poseidon 64,1950,Germany,TANKER,Carlos Sanchez
Nautilus 56,1950,France,PASSENGER,John Smith
Odyssey 62,1950,China,TANKER,Hans Müller
Neptune 87,1950,Germany,BULK_CARRIER,William Brown
Viking 48,1950,USA,BULK_CARRIER,Carlos Sanchez
Enterprise 48,1950,UK,PASSENGER,Hans Müller
Aurora 90,1950,USA,TANKER,Carlos Sanchez
Odyssey 11,1950,UK,TANKER,John Smith
Enterprise 80,1950,Russia,BULK_CARRIER,Ivan Petrov
Odyssey 48,1950,China,TANKER,Carlos Sanchez
Nautilus 31,1950,Germany,PASSENGER,Jean Dupont
Poseidon 60,1950,Japan,TANKER,Jean Dupont
Odyssey 97,1950,China,TANKER,Hans Müller
Titanic 58,1950,Japan,BULK_CARRIER,Li Wei
Odyssey 21,1950,France,TANKER,Li Wei
Nautilus 43,1950,Russia,BULK_CARRIER,William Brown
Enterprise 24,1950,France,PASSENGER,Hans Müller
Nautilus 66,1950,China,TANKER,Jean Dupont
Viking 8,1950,Germany,PASSENGER,John Smith
Poseidon 23,1950,Japan,PASSENGER,Li Wei
Neptune 5,1950,UK,PASSENGER,John Smith
Neptune 36,1950,Japan,PASSENGER,Hans Müller
Enterprise 77,1950,UK,TANKER,Carlos Sanchez
Neptune 98,1950,Japan,TANKER,Jean Dupont
Viking 8,1950,UK,TANKER,William Brown
Viking 86,1950,UK,BULK_CARRIER,John Smith
Nautilus 67,1950,China,BULK_CARRIER,Hans Müller
Viking 88,1950,France,TANKER,Li Wei
Nautilus 5,1950,France,PASSENGER,Hans Müller
Viking 6,1950,UK,BULK_CARRIER,William Brown
Viking 86,1950,China,BULK_CARRIER,John Smith
Viking 61,1950,UK,TANKER,Hans Müller
Enterprise 19,1950,Germany,TANKER,Jean Dupont
Viking 82,1950,China,TANKER,William Brown
Nautilus 21,1950,Japan,TANKER,Li Wei
Neptune 17,1950,Germany,TANKER,Li Wei
Aurora 78,1950,Japan,BULK_CARRIER,Hans Müller
Poseidon 27,1950,Germany,BULK_CARRIER,William Brown
Viking 17,1950,China,BULK_CARRIER,Li Wei
Odyssey 76,1950,China,BULK_CARRIER,John Smith
Nautilus 64,1950,Germany,TANKER,John Smith
Viking 15,1950,Germany,TANKER,William Brown
Nautilus 18,1950,Russia,PASSENGER,Carlos Sanchez
Aurora 56,1950,USA,BULK_CARRIER,Li Wei
Odyssey 44,1950,USA,BULK_CARRIER,Jean Dupont
Odyssey 9,1950,USA,BULK_CARRIER,Hans Müller
Viking 65,1950,China,BULK_CARRIER,Hans Müller
Poseidon 43,1950,UK,BULK_CARRIER,Ivan Petrov
Aurora 12,1950,USA,BULK_CARRIER,Hans Müller
Viking 66,1950,France,PASSENGER,John Smith
Odyssey 58,1950,Germany,BULK_CARRIER,William Brown
Viking 61,1950,Japan,BULK_CARRIER,Jean Dupont
Odyssey 93,1950,UK,BULK_CARRIER,Ivan Petrov
Odyssey 65,1950,UK,BULK_CARRIER,Carlos Sanchez
Enterprise 88,1950,UK,TANKER,William Brown
Nautilus 92,1950,USA,BULK_CARRIER,Hans Müller
Titanic 84,1950,France,TANKER,Li Wei
Aurora 46,1950,China,TANKER,Li Wei
Aurora 22,1950,France,PASSENGER,Li Wei
Titanic 4,1950,Japan,BULK_CARRIER,Ivan Petrov
Odyssey 46,1950,Japan,TANKER,Carlos Sanchez
Viking 23,1950,USA,TANKER,John Smith
Poseidon 52,1950,Germany,BULK_CARRIER,Ivan Petrov
Titanic 30,1950,USA,BULK_CARRIER,Carlos Sanchez
Aurora 49,1950,Japan,TANKER,Li Wei
Titanic 60,1950,France,PASSENGER,Ivan Petrov
Nautilus 69,1950,UK,TANKER,Jean Dupont
Neptune 57,1950,Germany,PASSENGER,John Smith
Enterprise 69,1950,Japan,TANKER,Li Wei
Poseidon 17,1950,China,BULK_CARRIER,John Smith
Nautilus 12,1950,Germany,TANKER,Jean Dupont
Viking 62,1950,USA,BULK_CARRIER,Ivan Petrov
Aurora 25,1950,China,BULK_CARRIER,William Brown
Odyssey 14,1950,China,TANKER,Hans Müller
Nautilus 70,1950,China,PASSENGER,Jean Dupont
Enterprise 76,1950,USA,PASSENGER,Carlos Sanchez
Titanic 29,1950,Japan,TANKER,Hans Müller
Nautilus 32,1950,UK,TANKER,William Brown
Nautilus 85,1950,France,TANKER,John Smith
Poseidon 30,1950,France,PASSENGER,Carlos Sanchez
Poseidon 57,1950,UK,TANKER,John Smith
Enterprise 20,1950,UK,BULK_CARRIER,Ivan Petrov
Titanic 79,1950,UK,PASSENGER,Jean Dupont
Titanic 95,1950,Germany,TANKER,Jean Dupont
Enterprise 72,1950,UK,PASSENGER,William Brown
Nautilus 89,1950,UK,BULK_CARRIER,William Brown
Aurora 82,1950,Russia,TANKER,Ivan Petrov
Enterprise 28,1950,China,PASSENGER,William Brown
Viking 37,1950,France,PASSENGER,Jean Dupont
Neptune 37,1950,China,BULK_CARRIER,Hans Müller
Poseidon 49,1950,Germany,BULK_CARRIER,Carlos Sanchez
Aurora 94,1950,USA,TANKER,John Smith
Viking 24,1950,France,TANKER,Jean Dupont
Poseidon 7,1950,USA,BULK_CARRIER,Jean Dupont
Neptune 10,1950,USA,TANKER,Li Wei
Poseidon 40,1950,UK,TANKER,William Brown
Neptune 42,1950,Russia,BULK_CARRIER,William Brown
Odyssey 38,1950,Japan,PASSENGER,William Brown
Nautilus 44,1950,Germany,PASSENGER,Hans Müller
Enterprise 29,1950,Japan,PASSENGER,Ivan Petrov
Titanic 78,1950,Germany,BULK_CARRIER,Ivan Petrov
Viking 100,1950,Russia,TANKER,Ivan Petrov
Neptune 8,1950,USA,BULK_CARRIER,Hans Müller
Aurora 21,1950,Russia,BULK_CARRIER,John Smith
Neptune 100,1950,France,TANKER,Ivan Petrov
Enterprise 22,1950,Japan,BULK_CARRIER,Li Wei
Poseidon 98,1950,France,PASSENGER,Jean Dupont
Poseidon 18,1950,Germany,TANKER,John Smith
Neptune 6,1950,USA,TANKER,Hans Müller
Viking 52,1950,France,BULK_CARRIER,Jean Dupont
Enterprise 56,1950,China,TANKER,Hans Müller
Viking 78,1950,Russia,TANKER,Carlos Sanchez
Odyssey 77,1950,France,BULK_CARRIER,Jean Dupont
Odyssey 63,1950,UK,TANKER,Li Wei
Enterprise 34,1950,Russia,TANKER,Ivan Petrov
Aurora 68,1950,France,TANKER,Hans Müller
Neptune 71,1950,Russia,BULK_CARRIER,Li Wei
Enterprise 85,1950,France,PASSENGER,John Smith
Viking 7,1950,Germany,BULK_CARRIER,Ivan Petrov
Odyssey 40,1950,Japan,TANKER,Jean Dupont
Odyssey 72,1950,Germany,PASSENGER,William Brown
Titanic 52,1950,UK,TANKER,Ivan Petrov
Neptune 11,1950,USA,BULK_CARRIER,Li Wei
