Name,Year,Country,Type,Captain
Neptune 60,1950,UK,BulkCarrier,Jean Dupont
Odyssey 4,2017,USA,Passenger,Ivan Petrov
Aurora 46,2016,Russia,Passenger,Ivan Petrov
Nautilus 86,1989,Germany,Passenger,John Smith
Titanic 80,1987,Russia,BulkCarrier,Carlos Sanchez
Nautilus 15,1964,France,BulkCarrier,Ivan Petrov
Titanic 93,2011,Germany,Passenger,John Smith
Poseidon 14,1961,Germany,Passenger,Li Wei
Nautilus 23,2000,USA,BulkCarrier,Carlos Sanchez
Enterprise 91,2022,Germany,Tanker,Carlos Sanchez
Aurora 95,1967,China,Passenger,John Smith
Odyssey 64,1952,France,Passenger,Jean Dupont
Titanic 92,1981,USA,Tanker,Carlos Sanchez
Enterprise 89,1998,France,BulkCarrier,Hans Müller
Enterprise 12,1985,China,Tanker,Ivan Petrov
Viking 51,1984,France,BulkCarrier,Ivan Petrov
Nautilus 67,2024,Russia,Tanker,Jean Dupont
Poseidon 72,1959,USA,BulkCarrier,Hans Müller
Aurora 76,1969,Germany,Passenger,Hans Müller
Poseidon 86,1972,France,BulkCarrier,William Brown
Titanic 21,1971,France,BulkCarrier,Li Wei
Poseidon 67,2004,Russia,Tanker,Ivan Petrov
Titanic 19,1976,Russia,Passenger,John Smith
Enterprise 55,1989,Russia,BulkCarrier,Li Wei
Neptune 73,1970,Germany,Passenger,John Smith
Aurora 97,1994,UK,Passenger,Carlos Sanchez
Neptune 60,1972,UK,Tanker,John Smith
Aurora 76,1987,Japan,Passenger,William Brown
Viking 40,1976,France,BulkCarrier,Ivan Petrov
Viking 41,2000,China,Passenger,Carlos Sanchez
Poseidon 56,1971,Russia,Passenger,John Smith
Neptune 83,1955,Japan,Tanker,William Brown
Poseidon 26,1974,France,BulkCarrier,Li Wei
Titanic 58,2002,UK,Passenger,William Brown
Poseidon 74,1987,Germany,BulkCarrier,Li Wei
Aurora 5,1970,UK,BulkCarrier,John Smith
Neptune 59,1962,France,BulkCarrier,Li Wei
Odyssey 65,1975,France,Passenger,Hans Müller
Neptune 31,2004,China,Tanker,Hans Müller
Aurora 90,1992,Russia,BulkCarrier,Li Wei
Odyssey 62,1997,Germany,Passenger,Hans Müller
Poseidon 70,1958,France,BulkCarrier,Carlos Sanchez
Nautilus 9,1981,Germany,BulkCarrier,Hans Müller
Neptune 86,1980,France,Tanker,Jean Dupont
Aurora 29,1952,Germany,Tanker,Ivan Petrov
Nautilus 90,2000,Russia,Passenger,Hans Müller
Nautilus 79,1983,France,BulkCarrier,Ivan Petrov
Poseidon 25,1968,Russia,Passenger,Jean Dupont
Neptune 5,1981,China,Passenger,Li Wei
Titanic 93,1988,China,Passenger,Li Wei
Titanic 65,1952,Russia,BulkCarrier,John Smith
Titanic 94,1988,France,BulkCarrier,Li Wei
Poseidon 15,1989,Japan,Passenger,Jean Dupont
Neptune 52,1955,Russia,BulkCarrier,Carlos Sanchez
Neptune 71,1984,China,Passenger,Li Wei
Titanic 52,2015,Japan,Tanker,Li Wei
Enterprise 4,1984,Germany,Passenger,Hans Müller
Neptune 6,1965,USA,Tanker,William Brown
Enterprise 67,1993,Russia,Tanker,Ivan Petrov
Nautilus 74,1950,Russia,Passenger,Jean Dupont
Viking 9,1951,UK,BulkCarrier,Li Wei
Nautilus 54,1955,UK,Tanker,Jean Dupont
Nautilus 2,1988,China,Passenger,Jean Dupont
Aurora 52,1973,France,Passenger,Jean Dupont
Titanic 29,1954,France,Tanker,Ivan Petrov
Enterprise 17,1978,China,Tanker,William Brown
Viking 22,1979,Russia,Tanker,Jean Dupont
Aurora 2,2020,France,Tanker,Carlos Sanchez
Poseidon 57,1978,Russia,Passenger,Carlos Sanchez
Viking 69,1964,Russia,Passenger,Ivan Petrov
Nautilus 84,2012,UK,BulkCarrier,Carlos Sanchez
Titanic 46,2022,China,Tanker,Ivan Petrov
Poseidon 41,1966,Japan,BulkCarrier,Carlos Sanchez
Neptune 64,2000,USA,Tanker,Hans Müller
Nautilus 26,1959,Japan,Passenger,Hans Müller
Nautilus 59,1957,China,BulkCarrier,Ivan Petrov
Odyssey 91,2015,Germany,BulkCarrier,Jean Dupont
Nautilus 88,1955,USA,BulkCarrier,Li Wei
Titanic 91,1978,USA,BulkCarrier,Jean Dupont
Enterprise 93,2004,USA,BulkCarrier,Li Wei
Nautilus 34,1974,Japan,Tanker,William Brown
Enterprise 91,1984,Russia,BulkCarrier,Hans Müller
Neptune 79,2001,China,Passenger,William Brown
Viking 100,1985,Russia,Tanker,Li Wei
Aurora 72,2004,Russia,Passenger,William Brown
Enterprise 25,1978,China,Tanker,Hans Müller
Viking 68,1998,France,Passenger,Hans Müller
Enterprise 83,2024,Russia,BulkCarrier,William Brown
Viking 79,2017,China,Tanker,William Brown
Enterprise 90,1950,France,Passenger,Ivan Petrov
Aurora 65,2008,Russia,Passenger,John Smith
Viking 30,1952,Russia,BulkCarrier,John Smith
Neptune 94,2020,Germany,Passenger,Carlos Sanchez
Odyssey 35,1972,Germany,Passenger,William Brown
Odyssey 84,2000,Japan,Passenger,Ivan Petrov
Neptune 28,1982,USA,BulkCarrier,John Smith
Aurora 2,1998,China,Tanker,Li Wei
Aurora 54,1956,China,Tanker,William Brown
Titanic 69,2010,Russia,Passenger,Jean Dupont
Titanic 51,2010,USA,Passenger,Ivan Petrov
Aurora 47,2015,China,BulkCarrier,William Brown
Odyssey 91,2000,Japan,Passenger,Jean Dupont
Viking 49,1950,France,Tanker,Ivan Petrov
Nautilus 1,1952,USA,BulkCarrier,Jean Dupont
Neptune 59,1971,USA,BulkCarrier,Hans Müller
Poseidon 88,1992,Russia,BulkCarrier,Hans Müller
Viking 38,2019,USA,Tanker,Jean Dupont
Aurora 48,1950,France,Tanker,Ivan Petrov
Viking 12,1972,USA,Passenger,Carlos Sanchez
Neptune 18,1972,USA,Tanker,John Smith
Neptune 27,2007,China,BulkCarrier,Hans Müller
Enterprise 14,1954,Japan,Passenger,Hans Müller
Nautilus 26,2014,Japan,BulkCarrier,Hans Müller
Poseidon 73,1964,Germany,Tanker,William Brown
Viking 35,1983,France,Tanker,Hans Müller
Viking 80,1960,Germany,BulkCarrier,John Smith
Aurora 4,1982,China,BulkCarrier,William Brown
Poseidon 19,1954,Japan,Tanker,John Smith
Aurora 5,2004,Germany,Tanker,William Brown
Titanic 72,2010,Germany,BulkCarrier,Ivan Petrov
Viking 31,2020,UK,Passenger,Hans Müller
Enterprise 61,1959,France,Tanker,William Brown
Viking 61,1956,Russia,Tanker,Hans Müller
Aurora 57,1952,Japan,Passenger,Hans Müller
Viking 27,1995,Germany,Tanker,Hans Müller
Titanic 77,2005,Germany,Tanker,Hans Müller
Neptune 4,2017,France,Tanker,Hans Müller
Aurora 52,2000,Japan,Passenger,Hans Müller
Poseidon 48,1961,UK,BulkCarrier,Jean Dupont
Titanic 50,1956,USA,Passenger,Jean Dupont
Titanic 12,1979,China,BulkCarrier,John Smith
Aurora 61,1985,China,BulkCarrier,Carlos Sanchez
Viking 24,1968,UK,Tanker,John Smith
Enterprise 61,1952,France,Passenger,John Smith
Titanic 81,2004,Germany,Passenger,Ivan Petrov
Odyssey 23,2019,Japan,BulkCarrier,John Smith
Nautilus 18,1980,China,Passenger,Carlos Sanchez
Titanic 23,2009,USA,BulkCarrier,William Brown
Aurora 75,1956,USA,Passenger,Carlos Sanchez
Poseidon 19,1999,USA,Passenger,Carlos Sanchez
Titanic 80,1963,UK,Passenger,Li Wei
Aurora 65,2018,Japan,Passenger,William Brown
Enterprise 40,1993,China,Passenger,Carlos Sanchez
Poseidon 6,1953,UK,Passenger,Hans Müller
Titanic 50,1953,China,BulkCarrier,Jean Dupont
Viking 90,1996,Germany,Tanker,Carlos Sanchez
Aurora 18,1987,Russia,Tanker,Hans Müller
Viking 77,1968,Japan,Tanker,William Brown
Enterprise 58,1971,Japan,Passenger,John Smith
Odyssey 15,1999,Germany,Passenger,William Brown
Nautilus 63,2002,Russia,BulkCarrier,Jean Dupont
Poseidon 28,2017,Russia,BulkCarrier,William Brown
Poseidon 30,1969,Japan,BulkCarrier,John Smith
Titanic 50,2003,Japan,Tanker,John Smith
Aurora 72,2004,China,Tanker,Hans Müller
Titanic 83,1957,UK,Tanker,Carlos Sanchez
Neptune 1,1998,Germany,Passenger,Carlos Sanchez
Enterprise 4,1957,UK,Tanker,Carlos Sanchez
Enterprise 80,2009,Russia,BulkCarrier,Jean Dupont
Titanic 70,1978,Germany,Tanker,Ivan Petrov
Viking 50,2012,China,BulkCarrier,Jean Dupont
Poseidon 12,2009,USA,Tanker,Carlos Sanchez
Odyssey 39,1962,Germany,BulkCarrier,Ivan Petrov
Odyssey 44,1964,USA,Passenger,Li Wei
Aurora 59,1986,Germany,Tanker,Hans Müller
Odyssey 36,1967,Germany,Tanker,Jean Dupont
Titanic 26,1982,USA,Passenger,John Smith
Aurora 57,1957,Russia,BulkCarrier,William Brown
Poseidon 19,1952,Russia,BulkCarrier,Jean Dupont
Nautilus 80,1985,China,BulkCarrier,William Brown
Titanic 96,1962,Japan,BulkCarrier,John Smith
Poseidon 16,2003,UK,BulkCarrier,John Smith
Enterprise 18,1962,France,Passenger,William Brown
Poseidon 59,1973,France,Passenger,Jean Dupont
Odyssey 88,1994,Germany,BulkCarrier,William Brown
Poseidon 35,1957,Japan,BulkCarrier,Carlos Sanchez
Viking 62,1985,Russia,Tanker,Ivan Petrov
Viking 64,1954,Germany,Passenger,Carlos Sanchez
Enterprise 5,2008,Germany,Tanker,Ivan Petrov
Poseidon 3,1998,USA,BulkCarrier,Jean Dupont
Poseidon 7,1982,Russia,Tanker,Li Wei
Viking 30,1986,Germany,BulkCarrier,William Brown
Nautilus 50,1963,Germany,Tanker,Carlos Sanchez
Poseidon 87,1972,UK,Tanker,Carlos Sanchez
Poseidon 34,1987,Germany,Tanker,Ivan Petrov
Nautilus 27,1979,Japan,Passenger,Jean Dupont
Enterprise 30,1990,Russia,Passenger,Ivan Petrov
Enterprise 57,1958,UK,Tanker,William Brown
Neptune 52,1985,Germany,Passenger,Jean Dupont
Enterprise 92,1999,China,BulkCarrier,William Brown
Poseidon 17,1964,Russia,Tanker,Jean Dupont
Aurora 6,2010,Germany,BulkCarrier,William Brown
Aurora 99,2002,China,Passenger,Carlos Sanchez
Neptune 2,2007,Japan,Tanker,Carlos Sanchez
Neptune 34,1955,USA,Passenger,Jean Dupont
Poseidon 9,1996,UK,BulkCarrier,Li Wei
Neptune 24,1984,Japan,Tanker,Li Wei
Nautilus 89,1969,Russia,Passenger,Jean Dupont
Viking 50,1983,Germany,Tanker,Jean Dupont
Viking 75,1988,Japan,Passenger,John Smith
Neptune 1,1958,USA,BulkCarrier,Li Wei
Odyssey 1,1968,China,BulkCarrier,Jean Dupont
Neptune 38,1977,China,Passenger,Carlos Sanchez
Titanic 72,2007,UK,BulkCarrier,Li Wei
Neptune 58,1952,Russia,BulkCarrier,Hans Müller
Enterprise 59,2017,France,Passenger,Li Wei
Poseidon 74,2012,Russia,Tanker,Hans Müller
Titanic 41,1998,France,Passenger,William Brown
Aurora 40,2018,China,BulkCarrier,William Brown
Nautilus 32,1999,USA,BulkCarrier,Li Wei
Nautilus 16,2013,Russia,Tanker,John Smith
Neptune 77,1996,China,Tanker,Hans Müller
Neptune 76,2012,Japan,Passenger,William Brown
Viking 75,2007,USA,Passenger,Li Wei
Enterprise 63,2000,Russia,Tanker,Jean Dupont
Neptune 22,1987,Japan,Tanker,William Brown
Viking 49,1972,Japan,Passenger,Li Wei
Poseidon 3,2002,Germany,BulkCarrier,Ivan Petrov
Viking 13,1988,Germany,Tanker,Li Wei
Odyssey 14,1993,China,Passenger,William Brown
Poseidon 81,1981,Germany,Tanker,John Smith
Viking 74,2003,USA,BulkCarrier,William Brown
Nautilus 18,2004,Germany,BulkCarrier,Li Wei
Nautilus 69,1995,UK,Passenger,Ivan Petrov
Poseidon 60,1956,Japan,BulkCarrier,William Brown
Titanic 31,1992,Russia,Passenger,Jean Dupont
Viking 66,1980,France,Tanker,Ivan Petrov
Neptune 35,1990,Japan,Passenger,Li Wei
Aurora 54,2006,Germany,Tanker,Hans Müller
Viking 58,2001,France,Passenger,John Smith
Titanic 83,1951,Germany,Passenger,Carlos Sanchez
Enterprise 97,2008,China,BulkCarrier,Jean Dupont
Poseidon 74,1951,UK,Tanker,William Brown
Titanic 100,2018,China,Passenger,John Smith
Enterprise 90,1994,UK,Tanker,William Brown
Poseidon 77,1973,France,Passenger,Ivan Petrov
Poseidon 95,1992,France,BulkCarrier,Hans Müller
Viking 67,1983,Japan,BulkCarrier,Li Wei
Odyssey 25,1968,Russia,Tanker,John Smith
Viking 25,2025,France,Passenger,Jean Dupont
Titanic 82,1969,USA,Tanker,Carlos Sanchez
Neptune 47,1978,USA,BulkCarrier,Li Wei
Viking 41,1989,China,Passenger,Ivan Petrov
Viking 99,1984,USA,Tanker,Ivan Petrov
Titanic 8,1985,France,Passenger,Li Wei
Titanic 19,2009,Russia,Passenger,Li Wei
Titanic 77,1963,UK,BulkCarrier,Li Wei
Aurora 38,1959,Russia,BulkCarrier,Hans Müller
Nautilus 97,1962,UK,BulkCarrier,William Brown
Neptune 15,1996,Japan,Passenger,Ivan Petrov
Titanic 73,1996,China,BulkCarrier,Jean Dupont
Odyssey 47,1991,China,BulkCarrier,Jean Dupont
Nautilus 48,1987,Russia,BulkCarrier,Ivan Petrov
Enterprise 4,1982,USA,Passenger,Carlos Sanchez
Aurora 19,2005,Japan,Passenger,William Brown
Odyssey 80,2014,France,BulkCarrier,Carlos Sanchez
Odyssey 35,1974,China,Tanker,William Brown
Odyssey 97,1964,China,BulkCarrier,Hans Müller
Titanic 55,1961,USA,Passenger,Carlos Sanchez
Neptune 85,1969,USA,Tanker,Jean Dupont
Nautilus 83,1964,France,Passenger,William Brown
Neptune 83,2023,France,BulkCarrier,John Smith
Titanic 87,2025,UK,BulkCarrier,Jean Dupont
Neptune 63,1963,China,Passenger,Hans Müller
Viking 4,2002,China,Passenger,Li Wei
Nautilus 88,2003,Germany,Passenger,John Smith
Nautilus 40,2019,France,Passenger,Li Wei
Nautilus 45,2006,France,BulkCarrier,Jean Dupont
Titanic 83,1992,UK,BulkCarrier,Carlos Sanchez
Poseidon 87,1968,Russia,BulkCarrier,Li Wei
Nautilus 26,2001,France,Tanker,Hans Müller
Titanic 14,2019,France,Tanker,Jean Dupont
Poseidon 29,1976,UK,BulkCarrier,William Brown
Viking 99,1961,Russia,Tanker,Jean Dupont
Enterprise 2,1993,Germany,Passenger,Ivan Petrov
Poseidon 39,1972,Germany,Tanker,Jean Dupont
Enterprise 97,1962,Japan,Passenger,Ivan Petrov
Aurora 60,1987,Japan,Passenger,Hans Müller
Neptune 1,1950,Japan,Tanker,Jean Dupont
Nautilus 71,1963,Japan,Passenger,William Brown
Odyssey 36,2008,France,Tanker,Ivan Petrov
Poseidon 48,2020,China,BulkCarrier,Carlos Sanchez
Viking 41,1984,UK,Tanker,Carlos Sanchez
Titanic 26,2014,Russia,BulkCarrier,William Brown
Nautilus 13,2016,UK,BulkCarrier,Hans Müller
Poseidon 25,1972,USA,BulkCarrier,Ivan Petrov
Odyssey 8,2008,USA,Passenger,Jean Dupont
Poseidon 98,1955,Germany,Tanker,Hans Müller
Neptune 16,1994,Japan,Passenger,Jean Dupont
Odyssey 94,2005,Russia,Tanker,Carlos Sanchez
Aurora 91,1950,Germany,Tanker,Hans Müller
Viking 12,2023,Germany,Passenger,Ivan Petrov
Titanic 73,1981,Germany,BulkCarrier,Ivan Petrov
Enterprise 25,1963,Russia,Passenger,Jean Dupont
Titanic 77,2003,Germany,BulkCarrier,Ivan Petrov
Odyssey 25,2000,UK,BulkCarrier,Li Wei
Neptune 35,1992,Germany,Passenger,Li Wei
Poseidon 5,1984,USA,BulkCarrier,Jean Dupont
Titanic 88,1954,Russia,BulkCarrier,William Brown
Titanic 22,1966,Japan,BulkCarrier,Li Wei
Poseidon 11,2004,Japan,Passenger,William Brown
Aurora 86,2024,China,Passenger,Li Wei
Odyssey 89,1969,USA,Tanker,Jean Dupont
Odyssey 77,1954,France,BulkCarrier,John Smith
Enterprise 74,1987,Russia,BulkCarrier,Jean Dupont
Poseidon 59,2018,China,BulkCarrier,William Brown
Aurora 80,2024,China,BulkCarrier,Carlos Sanchez
Viking 17,1997,Germany,BulkCarrier,Jean Dupont
Poseidon 68,1955,China,Tanker,Hans Müller
Odyssey 82,1994,Japan,Tanker,Ivan Petrov
Enterprise 56,2008,Russia,BulkCarrier,Hans Müller
Enterprise 15,1988,USA,Passenger,Hans Müller
Poseidon 65,2009,Germany,Tanker,Li Wei
Titanic 44,1969,Russia,BulkCarrier,Carlos Sanchez
Viking 71,1988,China,Passenger,Hans Müller
Titanic 98,1957,UK,Passenger,John Smith
Odyssey 49,1979,Japan,BulkCarrier,Carlos Sanchez
Viking 42,2012,China,Tanker,Li Wei
Odyssey 96,1960,Japan,Passenger,Hans Müller
Poseidon 92,1961,UK,BulkCarrier,Ivan Petrov
Neptune 52,1964,Japan,Passenger,Li Wei
Odyssey 67,2024,Germany,Passenger,William Brown
Neptune 37,1950,China,BulkCarrier,Hans Müller
Enterprise 14,2009,France,Tanker,Jean Dupont
Aurora 69,2023,Germany,Tanker,Li Wei
Odyssey 95,2014,Germany,Tanker,Jean Dupont
Titanic 78,1968,Russia,BulkCarrier,William Brown
Aurora 25,1985,Germany,BulkCarrier,Carlos Sanchez
Odyssey 18,2021,France,Tanker,Hans Müller
Nautilus 52,2024,UK,Tanker,Li Wei
Aurora 76,1969,USA,Tanker,Li Wei
Nautilus 93,1977,Japan,Tanker,Li Wei
Aurora 99,1986,USA,BulkCarrier,Jean Dupont
Nautilus 30,1961,China,BulkCarrier,Jean Dupont
Poseidon 43,2015,USA,Tanker,Li Wei
Nautilus 20,2004,Russia,Tanker,Carlos Sanchez
Titanic 81,1995,Russia,Tanker,Jean Dupont
Poseidon 5,1959,France,Passenger,Jean Dupont
Viking 80,2020,Germany,Passenger,Jean Dupont
Aurora 59,2014,USA,Tanker,William Brown
Enterprise 83,1952,UK,BulkCarrier,John Smith
Viking 88,2010,China,Passenger,Carlos Sanchez
Titanic 54,2019,USA,Tanker,Carlos Sanchez
Titanic 87,1988,UK,BulkCarrier,Jean Dupont
Aurora 7,1965,Germany,BulkCarrier,Li Wei
Enterprise 4,2021,USA,Tanker,Ivan Petrov
Aurora 26,2014,UK,BulkCarrier,Carlos Sanchez
Nautilus 48,2009,France,BulkCarrier,Jean Dupont
Poseidon 7,1950,France,Tanker,Hans Müller
Nautilus 20,2010,Japan,Tanker,Jean Dupont
Odyssey 51,1976,Japan,Tanker,Ivan Petrov
Poseidon 65,1966,Japan,BulkCarrier,Ivan Petrov
Viking 49,1981,UK,Passenger,Carlos Sanchez
Poseidon 8,1982,Germany,Tanker,Carlos Sanchez
Viking 47,1967,France,Tanker,Carlos Sanchez
Nautilus 50,1989,China,Passenger,Jean Dupont
Enterprise 62,2014,USA,Passenger,William Brown
Enterprise 61,1978,UK,Tanker,Ivan Petrov
Enterprise 92,1994,Russia,Passenger,Li Wei
Titanic 68,1989,USA,Tanker,Jean Dupont
Odyssey 21,2006,Japan,BulkCarrier,William Brown
Poseidon 65,1961,China,BulkCarrier,William Brown
Odyssey 42,2018,Germany,Passenger,Jean Dupont
Viking 8,2015,China,Tanker,Carlos Sanchez
Nautilus 4,1969,China,Tanker,Ivan Petrov
Nautilus 85,2006,Japan,Tanker,John Smith
Poseidon 71,1974,UK,Passenger,John Smith
Poseidon 84,2012,Germany,BulkCarrier,Hans Müller
Neptune 28,1984,USA,Passenger,William Brown
Viking 78,2008,Germany,Tanker,Hans Müller
Poseidon 12,1981,Germany,BulkCarrier,Ivan Petrov
Aurora 26,1973,France,BulkCarrier,Li Wei
Enterprise 41,1972,Germany,Tanker,John Smith
Nautilus 48,2025,UK,Passenger,Carlos Sanchez
Nautilus 26,1985,Germany,BulkCarrier,John Smith
Nautilus 46,2004,UK,BulkCarrier,William Brown
Enterprise 98,2013,USA,Passenger,Jean Dupont
Titanic 96,2002,USA,BulkCarrier,Ivan Petrov
Enterprise 6,1950,UK,BulkCarrier,Jean Dupont
Nautilus 35,1961,Germany,Tanker,Hans Müller
Neptune 99,1981,Germany,Tanker,Li Wei
Aurora 29,2002,USA,Passenger,William Brown
Nautilus 35,1968,USA,Passenger,Jean Dupont
Enterprise 80,1966,Russia,BulkCarrier,Jean Dupont
Viking 41,1984,France,Tanker,Hans Müller
Enterprise 31,2013,Russia,Passenger,Jean Dupont
Neptune 73,2008,UK,Passenger,John Smith
Enterprise 71,2010,USA,Tanker,Hans Müller
Titanic 69,1961,USA,Tanker,Carlos Sanchez
Poseidon 1,1968,Japan,Tanker,William Brown
Odyssey 23,1963,Russia,Tanker,John Smith
Neptune 67,2012,UK,Passenger,Ivan Petrov
Titanic 42,2014,UK,Tanker,Carlos Sanchez
Enterprise 3,1954,China,Tanker,Carlos Sanchez
Nautilus 84,1969,China,Passenger,Ivan Petrov
Neptune 39,2024,Japan,BulkCarrier,Li Wei
Poseidon 89,1995,Germany,Tanker,John Smith
Titanic 82,2003,China,BulkCarrier,John Smith
Titanic 94,1986,France,BulkCarrier,Li Wei
Nautilus 35,1957,UK,BulkCarrier,Li Wei
Nautilus 45,1990,Russia,BulkCarrier,Carlos Sanchez
Neptune 65,2025,UK,BulkCarrier,Hans Müller
Nautilus 35,1990,USA,Tanker,Ivan Petrov
Titanic 54,1962,Russia,BulkCarrier,William Brown
Enterprise 95,2019,USA,Tanker,Carlos Sanchez
Enterprise 46,1953,Japan,BulkCarrier,Ivan Petrov
Aurora 84,1999,Russia,BulkCarrier,Ivan Petrov
Nautilus 98,2010,China,Tanker,Carlos Sanchez
Neptune 89,2015,Germany,Passenger,Jean Dupont
Enterprise 28,1956,Russia,Passenger,Jean Dupont
Poseidon 88,1983,USA,Passenger,Ivan Petrov
Neptune 57,2025,Russia,BulkCarrier,Ivan Petrov
Viking 34,1983,China,Tanker,William Brown
Enterprise 21,2006,Germany,BulkCarrier,John Smith
Viking 89,1950,France,BulkCarrier,William Brown
Viking 70,2021,Japan,Tanker,John Smith
Poseidon 43,1966,China,Passenger,Jean Dupont
Viking 2,1978,USA,BulkCarrier,John Smith
Odyssey 93,1957,USA,BulkCarrier,William Brown
Poseidon 88,1965,Germany,Tanker,John Smith
Poseidon 74,2005,USA,Tanker,Li Wei
Nautilus 74,1987,Japan,BulkCarrier,William Brown
Enterprise 71,1970,China,BulkCarrier,John Smith
Viking 50,2011,Russia,BulkCarrier,Jean Dupont
Odyssey 50,1980,USA,Passenger,Jean Dupont
Enterprise 86,1988,Germany,BulkCarrier,Hans Müller
Nautilus 21,1957,Russia,Passenger,Li Wei
Viking 39,2008,UK,Passenger,John Smith
Aurora 62,1994,Russia,Passenger,Jean Dupont
Odyssey 76,1988,China,Tanker,John Smith
Viking 94,2022,USA,BulkCarrier,Jean Dupont
Poseidon 26,2016,USA,BulkCarrier,Li Wei
Aurora 74,2011,USA,Tanker,Hans Müller
Odyssey 5,2020,Germany,Tanker,Li Wei
Enterprise 18,1957,USA,BulkCarrier,Hans Müller
Poseidon 87,1986,France,Tanker,Ivan Petrov
Odyssey 64,1985,China,Passenger,Carlos Sanchez
Enterprise 20,1994,Germany,Tanker,Jean Dupont
Aurora 22,1988,Japan,Tanker,William Brown
Viking 42,1954,Russia,Tanker,Carlos Sanchez
Nautilus 76,2022,France,Tanker,Hans Müller
Titanic 36,1976,China,Tanker,Carlos Sanchez
Neptune 92,2005,USA,Tanker,Jean Dupont
Odyssey 70,2017,China,Tanker,William Brown
Odyssey 98,2011,UK,Passenger,John Smith
Neptune 69,2004,France,Passenger,John Smith
Neptune 45,1955,China,BulkCarrier,Jean Dupont
Nautilus 41,1952,UK,BulkCarrier,William Brown
Aurora 38,1977,France,Tanker,Carlos Sanchez
Viking 65,1973,Japan,BulkCarrier,John Smith
Neptune 75,1961,Germany,Passenger,Hans Müller
Poseidon 78,1958,China,Tanker,Carlos Sanchez
Aurora 70,1961,Japan,Tanker,Ivan Petrov
Titanic 76,1958,Germany,Tanker,William Brown
Nautilus 98,1965,China,Tanker,Jean Dupont
Titanic 61,1985,USA,Passenger,William Brown
Viking 37,2021,USA,Tanker,Jean Dupont
Viking 81,1958,Germany,Tanker,John Smith
Neptune 44,2013,Russia,Passenger,Li Wei
Enterprise 26,2024,France,Tanker,Jean Dupont
Poseidon 51,2007,Germany,BulkCarrier,Ivan Petrov
Aurora 47,1980,Japan,BulkCarrier,Carlos Sanchez
Viking 10,1962,USA,Passenger,John Smith
Odyssey 23,1987,UK,Passenger,Ivan Petrov
